transaction_id,date,time,day_of_week,time_slot,categories,city,customer_type,payment_method
TXN-05775,2024-02-14,11:24,Wednesday,Morning,"Fruits and vegetables, Meats and sausages, Dairy products and eggs, Personal care",Guayaquil,Regular,Credit card
TXN-08009,2024-02-14,12:11,Wednesday,Afternoon,"Meats and sausages, Fruits and vegetables, Snacks and drinks, Dairy products and eggs",Quito,Regular,Debit card
TXN-00764,2024-02-14,12:41,Wednesday,Afternoon,"Dairy products and eggs, Snacks and drinks, Personal care, Fruits and vegetables",Quito,Regular,Cash
TXN-04479,2024-02-14,13:03,Wednesday,Afternoon,"Meats and sausages, Home cleaning",Guayaquil,Regular,Cash
TXN-07384,2024-02-14,13:08,Wednesday,Afternoon,"Snacks and drinks, Home cleaning, Fruits and vegetables, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-03707,2024-02-14,13:33,Wednesday,Afternoon,"Dairy products and eggs, Fruits and vegetables",Cuenca,Regular,Credit card
TXN-07939,2024-02-14,14:01,Wednesday,Afternoon,"Dairy products and eggs, Meats and sausages",Guayaquil,Regular,Debit card
TXN-08814,2024-02-14,14:40,Wednesday,Afternoon,"Home cleaning, Snacks and drinks, Meats and sausages, Dairy products and eggs",Quito,New,Cash
TXN-05913,2024-02-14,14:45,Wednesday,Afternoon,"Dairy products and eggs, Home cleaning",Guayaquil,Regular,Credit card
TXN-05957,2024-02-14,14:46,Wednesday,Afternoon,"Fruits and vegetables, Home cleaning",Guayaquil,Regular,Debit card
TXN-00992,2024-02-14,14:50,Wednesday,Afternoon,"Meats and sausages, Dairy products and eggs, Personal care, Snacks and drinks",Quito,Regular,Credit card
TXN-06253,2024-02-14,15:37,Wednesday,Afternoon,"Dairy products and eggs, Snacks and drinks, Personal care",Quito,Regular,Cash
TXN-00829,2024-02-14,15:48,Wednesday,Afternoon,"Dairy products and eggs, Home cleaning, Personal care, Snacks and drinks",Quito,New,Debit card
TXN-08254,2024-02-14,16:03,Wednesday,Afternoon,"Dairy products and eggs, Fruits and vegetables",Cuenca,Regular,Debit card
TXN-08854,2024-02-14,16:40,Wednesday,Afternoon,"Fruits and vegetables, Personal care",Cuenca,Regular,Cash
TXN-04741,2024-02-14,17:32,Wednesday,Afternoon,"Meats and sausages, Fruits and vegetables, Dairy products and eggs, Snacks and drinks",Guayaquil,New,Cash
TXN-04830,2024-02-14,17:55,Wednesday,Afternoon,"Home cleaning, Fruits and vegetables, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-00742,2024-02-14,17:59,Wednesday,Afternoon,"Dairy products and eggs, Personal care",Quito,Regular,Credit card
TXN-08947,2024-02-14,19:03,Wednesday,Evening,"Meats and sausages, Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-08337,2024-02-14,19:32,Wednesday,Evening,"Meats and sausages, Home cleaning, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-00489,2024-02-14,19:54,Wednesday,Evening,"Snacks and drinks, Fruits and vegetables, Home cleaning",Guayaquil,New,Debit card
TXN-01716,2024-02-14,20:12,Wednesday,Evening,"Fruits and vegetables, Snacks and drinks, Personal care, Dairy products and eggs",Guayaquil,Regular,Debit card
TXN-01995,2024-02-14,20:29,Wednesday,Evening,"Snacks and drinks, Home cleaning, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-03534,2024-02-15,09:30,Thursday,Morning,"Fruits and vegetables, Home cleaning",Quito,New,Cash
TXN-07602,2024-02-15,09:39,Thursday,Morning,"Meats and sausages, Home cleaning",Quito,Regular,Debit card
TXN-08033,2024-02-15,09:40,Thursday,Morning,"Home cleaning, Fruits and vegetables",Guayaquil,New,Debit card
TXN-04273,2024-02-15,09:50,Thursday,Morning,"Dairy products and eggs, Fruits and vegetables",Cuenca,Regular,Credit card
TXN-08748,2024-02-15,09:54,Thursday,Morning,"Fruits and vegetables, Meats and sausages, Dairy products and eggs, Snacks and drinks",Quito,Regular,Debit card
TXN-04316,2024-02-15,09:55,Thursday,Morning,"Fruits and vegetables, Home cleaning, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-03119,2024-02-15,10:44,Thursday,Morning,"Fruits and vegetables, Meats and sausages",Guayaquil,New,Cash
TXN-03949,2024-02-15,10:54,Thursday,Morning,"Fruits and vegetables, Home cleaning, Dairy products and eggs, Personal care",Guayaquil,New,Cash
TXN-07212,2024-02-15,10:55,Thursday,Morning,"Meats and sausages, Dairy products and eggs, Fruits and vegetables",Cuenca,New,Credit card
TXN-01759,2024-02-15,11:13,Thursday,Morning,"Dairy products and eggs, Snacks and drinks",Cuenca,Regular,Cash
TXN-01169,2024-02-15,11:23,Thursday,Morning,"Personal care, Fruits and vegetables",Quito,Regular,Credit card
TXN-07148,2024-02-15,11:29,Thursday,Morning,"Fruits and vegetables, Dairy products and eggs, Snacks and drinks",Quito,Regular,Debit card
TXN-03708,2024-02-15,11:31,Thursday,Morning,"Fruits and vegetables, Dairy products and eggs, Meats and sausages",Guayaquil,New,Cash
TXN-04073,2024-02-15,12:33,Thursday,Afternoon,"Fruits and vegetables, Snacks and drinks, Dairy products and eggs, Home cleaning",Cuenca,Regular,Cash
TXN-05737,2024-02-15,12:45,Thursday,Afternoon,"Personal care, Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Debit card
TXN-04832,2024-02-15,13:15,Thursday,Afternoon,"Home cleaning, Fruits and vegetables, Snacks and drinks, Meats and sausages",Quito,New,Credit card
TXN-00859,2024-02-15,13:17,Thursday,Afternoon,"Meats and sausages, Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-07772,2024-02-15,14:19,Thursday,Afternoon,"Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-01897,2024-02-15,14:35,Thursday,Afternoon,"Meats and sausages, Dairy products and eggs, Fruits and vegetables",Cuenca,Regular,Cash
TXN-02007,2024-02-15,14:51,Thursday,Afternoon,"Home cleaning, Fruits and vegetables",Guayaquil,Regular,Debit card
TXN-09969,2024-02-15,16:22,Thursday,Afternoon,"Fruits and vegetables, Dairy products and eggs",Cuenca,New,Cash
TXN-09150,2024-02-15,16:59,Thursday,Afternoon,"Personal care, Dairy products and eggs, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-01180,2024-02-15,17:05,Thursday,Afternoon,"Fruits and vegetables, Snacks and drinks, Meats and sausages, Personal care",Quito,Regular,Credit card
TXN-04920,2024-02-15,17:31,Thursday,Afternoon,"Dairy products and eggs, Snacks and drinks",Quito,Regular,Debit card
TXN-09430,2024-02-15,18:53,Thursday,Evening,"Dairy products and eggs, Personal care, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-02315,2024-02-15,19:00,Thursday,Evening,"Meats and sausages, Snacks and drinks",Quito,Regular,Debit card
TXN-09465,2024-02-15,19:01,Thursday,Evening,"Snacks and drinks, Meats and sausages",Quito,New,Debit card
TXN-01465,2024-02-15,19:56,Thursday,Evening,"Personal care, Snacks and drinks",Guayaquil,Regular,Debit card
TXN-02452,2024-02-15,20:04,Thursday,Evening,"Snacks and drinks, Dairy products and eggs",Quito,Regular,Cash
TXN-04441,2024-02-15,20:33,Thursday,Evening,"Home cleaning, Personal care, Meats and sausages, Snacks and drinks",Guayaquil,Regular,Debit card
TXN-04996,2024-02-15,20:33,Thursday,Evening,"Snacks and drinks, Fruits and vegetables",Quito,Regular,Debit card
TXN-05695,2024-02-15,20:42,Thursday,Evening,"Snacks and drinks, Fruits and vegetables, Meats and sausages, Home cleaning",Guayaquil,Regular,Debit card
TXN-09998,2024-02-15,20:48,Thursday,Evening,"Fruits and vegetables, Meats and sausages",Cuenca,Regular,Credit card
TXN-02941,2024-02-16,09:07,Friday,Morning,"Personal care, Snacks and drinks, Dairy products and eggs, Meats and sausages",Quito,Regular,Cash
TXN-09325,2024-02-16,09:16,Friday,Morning,"Dairy products and eggs, Fruits and vegetables, Meats and sausages",Guayaquil,Regular,Debit card
TXN-09755,2024-02-16,10:55,Friday,Morning,"Dairy products and eggs, Fruits and vegetables",Quito,Regular,Debit card
TXN-07952,2024-02-16,11:34,Friday,Morning,"Fruits and vegetables, Dairy products and eggs, Personal care, Home cleaning",Quito,New,Cash
TXN-03402,2024-02-16,11:44,Friday,Morning,"Fruits and vegetables, Home cleaning, Meats and sausages",Cuenca,Regular,Cash
TXN-05229,2024-02-16,11:51,Friday,Morning,"Dairy products and eggs, Snacks and drinks",Quito,Regular,Credit card
TXN-01142,2024-02-16,12:00,Friday,Afternoon,"Snacks and drinks, Fruits and vegetables, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-01348,2024-02-16,12:54,Friday,Afternoon,"Personal care, Meats and sausages, Snacks and drinks, Dairy products and eggs",Guayaquil,New,Cash
TXN-09692,2024-02-16,13:05,Friday,Afternoon,"Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-07255,2024-02-16,13:32,Friday,Afternoon,"Snacks and drinks, Meats and sausages",Quito,Regular,Cash
TXN-08873,2024-02-16,13:45,Friday,Afternoon,"Home cleaning, Meats and sausages",Guayaquil,Regular,Cash
TXN-00779,2024-02-16,13:55,Friday,Afternoon,"Snacks and drinks, Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-07882,2024-02-16,14:15,Friday,Afternoon,"Snacks and drinks, Fruits and vegetables, Dairy products and eggs",Guayaquil,New,Credit card
TXN-03301,2024-02-16,14:52,Friday,Afternoon,"Meats and sausages, Home cleaning, Dairy products and eggs",Quito,Regular,Cash
TXN-05197,2024-02-16,15:12,Friday,Afternoon,"Personal care, Home cleaning",Cuenca,New,Credit card
TXN-00017,2024-02-16,15:34,Friday,Afternoon,"Meats and sausages, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-06953,2024-02-16,15:40,Friday,Afternoon,"Home cleaning, Snacks and drinks, Fruits and vegetables, Dairy products and eggs",Guayaquil,Regular,Credit card
TXN-02535,2024-02-16,16:23,Friday,Afternoon,"Fruits and vegetables, Meats and sausages, Home cleaning",Guayaquil,Regular,Credit card
TXN-05841,2024-02-16,16:35,Friday,Afternoon,"Meats and sausages, Snacks and drinks, Fruits and vegetables",Cuenca,Regular,Cash
TXN-00421,2024-02-16,18:02,Friday,Evening,"Home cleaning, Meats and sausages, Fruits and vegetables",Quito,Regular,Credit card
TXN-09615,2024-02-16,18:08,Friday,Evening,"Personal care, Meats and sausages, Home cleaning",Guayaquil,Regular,Debit card
TXN-04175,2024-02-16,18:10,Friday,Evening,"Fruits and vegetables, Personal care, Home cleaning, Meats and sausages",Guayaquil,Regular,Credit card
TXN-01239,2024-02-16,18:35,Friday,Evening,"Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Debit card
TXN-06113,2024-02-16,19:11,Friday,Evening,"Snacks and drinks, Personal care",Cuenca,Regular,Cash
TXN-01956,2024-02-16,19:16,Friday,Evening,"Snacks and drinks, Dairy products and eggs, Meats and sausages, Personal care",Quito,Regular,Cash
TXN-06428,2024-02-16,19:36,Friday,Evening,"Snacks and drinks, Home cleaning, Meats and sausages",Guayaquil,Regular,Credit card
TXN-07436,2024-02-16,20:06,Friday,Evening,"Meats and sausages, Home cleaning, Snacks and drinks",Quito,Regular,Credit card
TXN-01642,2024-02-16,20:34,Friday,Evening,"Snacks and drinks, Dairy products and eggs, Home cleaning, Meats and sausages",Guayaquil,Regular,Cash
TXN-02164,2024-02-16,20:35,Friday,Evening,"Fruits and vegetables, Snacks and drinks, Personal care",Quito,Regular,Credit card
TXN-05744,2024-02-16,20:51,Friday,Evening,"Fruits and vegetables, Meats and sausages, Snacks and drinks, Personal care",Quito,Regular,Credit card
TXN-07706,2024-02-17,09:32,Saturday,Morning,"Home cleaning, Meats and sausages, Fruits and vegetables, Dairy products and eggs",Quito,New,Cash
TXN-08843,2024-02-17,10:00,Saturday,Morning,"Snacks and drinks, Meats and sausages, Personal care",Guayaquil,New,Debit card
TXN-03162,2024-02-17,10:29,Saturday,Morning,"Dairy products and eggs, Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-06161,2024-02-17,10:30,Saturday,Morning,"Fruits and vegetables, Meats and sausages",Guayaquil,Regular,Cash
TXN-08433,2024-02-17,11:14,Saturday,Morning,"Home cleaning, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-02709,2024-02-17,11:40,Saturday,Morning,"Home cleaning, Meats and sausages",Guayaquil,Regular,Debit card
TXN-03845,2024-02-17,11:48,Saturday,Morning,"Meats and sausages, Personal care, Dairy products and eggs",Quito,New,Debit card
TXN-07044,2024-02-17,11:52,Saturday,Morning,"Fruits and vegetables, Meats and sausages, Dairy products and eggs",Guayaquil,New,Debit card
TXN-04112,2024-02-17,13:14,Saturday,Afternoon,"Fruits and vegetables, Dairy products and eggs",Quito,Regular,Debit card
TXN-07072,2024-02-17,13:21,Saturday,Afternoon,"Home cleaning, Personal care, Meats and sausages",Guayaquil,Regular,Cash
TXN-06974,2024-02-17,14:38,Saturday,Afternoon,"Meats and sausages, Fruits and vegetables, Personal care",Guayaquil,New,Cash
TXN-06366,2024-02-17,15:03,Saturday,Afternoon,"Meats and sausages, Dairy products and eggs",Quito,Regular,Debit card
TXN-02353,2024-02-17,15:08,Saturday,Afternoon,"Dairy products and eggs, Meats and sausages, Personal care",Cuenca,New,Debit card
TXN-08147,2024-02-17,16:39,Saturday,Afternoon,"Personal care, Home cleaning, Meats and sausages",Guayaquil,Regular,Cash
TXN-00305,2024-02-17,17:26,Saturday,Afternoon,"Meats and sausages, Home cleaning",Quito,New,Cash
TXN-02671,2024-02-17,17:27,Saturday,Afternoon,"Home cleaning, Meats and sausages, Fruits and vegetables, Personal care",Quito,New,Cash
TXN-07794,2024-02-17,17:30,Saturday,Afternoon,"Dairy products and eggs, Home cleaning",Guayaquil,Regular,Debit card
TXN-08965,2024-02-17,17:51,Saturday,Afternoon,"Personal care, Snacks and drinks, Dairy products and eggs",Quito,Regular,Credit card
TXN-09466,2024-02-17,18:02,Saturday,Evening,"Snacks and drinks, Meats and sausages, Personal care",Guayaquil,Regular,Credit card
TXN-08055,2024-02-17,19:36,Saturday,Evening,"Snacks and drinks, Meats and sausages",Cuenca,Regular,Debit card
TXN-04068,2024-02-17,19:39,Saturday,Evening,"Snacks and drinks, Meats and sausages, Personal care, Home cleaning",Cuenca,New,Debit card
TXN-05035,2024-02-18,09:21,Sunday,Morning,"Personal care, Home cleaning",Guayaquil,New,Credit card
TXN-03842,2024-02-18,09:41,Sunday,Morning,"Personal care, Snacks and drinks",Quito,New,Cash
TXN-03552,2024-02-18,10:18,Sunday,Morning,"Dairy products and eggs, Meats and sausages, Home cleaning, Personal care",Guayaquil,Regular,Credit card
TXN-03655,2024-02-18,10:41,Sunday,Morning,"Dairy products and eggs, Meats and sausages, Fruits and vegetables, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-02607,2024-02-18,10:47,Sunday,Morning,"Home cleaning, Fruits and vegetables, Dairy products and eggs",Guayaquil,Regular,Debit card
TXN-05814,2024-02-18,10:54,Sunday,Morning,"Snacks and drinks, Meats and sausages, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-06170,2024-02-18,10:58,Sunday,Morning,"Dairy products and eggs, Fruits and vegetables, Meats and sausages, Personal care",Quito,Regular,Debit card
TXN-04552,2024-02-18,11:00,Sunday,Morning,"Dairy products and eggs, Meats and sausages, Fruits and vegetables",Quito,Regular,Credit card
TXN-06678,2024-02-18,11:11,Sunday,Morning,"Dairy products and eggs, Fruits and vegetables",Guayaquil,New,Debit card
TXN-08198,2024-02-18,11:15,Sunday,Morning,"Dairy products and eggs, Fruits and vegetables",Guayaquil,New,Cash
TXN-07246,2024-02-18,11:43,Sunday,Morning,"Home cleaning, Personal care, Meats and sausages",Quito,Regular,Credit card
TXN-01607,2024-02-18,11:50,Sunday,Morning,"Snacks and drinks, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-08159,2024-02-18,12:53,Sunday,Afternoon,"Personal care, Dairy products and eggs",Quito,Regular,Cash
TXN-09275,2024-02-18,12:55,Sunday,Afternoon,"Snacks and drinks, Home cleaning, Fruits and vegetables",Quito,Regular,Cash
TXN-02179,2024-02-18,13:50,Sunday,Afternoon,"Meats and sausages, Home cleaning, Snacks and drinks",Quito,New,Debit card
TXN-03220,2024-02-18,14:00,Sunday,Afternoon,"Personal care, Dairy products and eggs, Home cleaning",Quito,New,Credit card
TXN-07684,2024-02-18,14:21,Sunday,Afternoon,"Dairy products and eggs, Home cleaning, Snacks and drinks",Quito,New,Cash
TXN-04626,2024-02-18,14:35,Sunday,Afternoon,"Snacks and drinks, Fruits and vegetables, Home cleaning, Dairy products and eggs",Quito,Regular,Debit card
TXN-07538,2024-02-18,15:03,Sunday,Afternoon,"Home cleaning, Snacks and drinks, Dairy products and eggs",Guayaquil,New,Cash
TXN-07554,2024-02-18,15:54,Sunday,Afternoon,"Home cleaning, Fruits and vegetables",Cuenca,Regular,Cash
TXN-01135,2024-02-18,16:06,Sunday,Afternoon,"Snacks and drinks, Dairy products and eggs",Guayaquil,Regular,Cash
TXN-06694,2024-02-18,18:45,Sunday,Evening,"Snacks and drinks, Personal care, Dairy products and eggs",Guayaquil,New,Debit card
TXN-02624,2024-02-18,18:58,Sunday,Evening,"Snacks and drinks, Personal care, Home cleaning",Cuenca,Regular,Debit card
TXN-07928,2024-02-18,19:51,Sunday,Evening,"Meats and sausages, Snacks and drinks, Personal care, Fruits and vegetables",Quito,New,Credit card
TXN-08497,2024-02-18,19:57,Sunday,Evening,"Home cleaning, Meats and sausages, Snacks and drinks, Dairy products and eggs",Quito,Regular,Cash
TXN-04634,2024-02-18,20:35,Sunday,Evening,"Dairy products and eggs, Snacks and drinks",Quito,Regular,Cash
TXN-04407,2024-02-18,20:36,Sunday,Evening,"Meats and sausages, Home cleaning, Snacks and drinks",Quito,Regular,Credit card
TXN-06951,2024-02-18,20:44,Sunday,Evening,"Meats and sausages, Snacks and drinks, Fruits and vegetables, Personal care",Guayaquil,Regular,Cash
TXN-02107,2024-02-18,20:50,Sunday,Evening,"Fruits and vegetables, Home cleaning",Quito,Regular,Debit card
TXN-07241,2024-02-18,20:51,Sunday,Evening,"Snacks and drinks, Personal care",Quito,New,Debit card
TXN-04982,2024-02-19,09:16,Monday,Morning,"Home cleaning, Meats and sausages, Snacks and drinks, Fruits and vegetables",Quito,New,Cash
TXN-01720,2024-02-19,09:36,Monday,Morning,"Dairy products and eggs, Personal care",Guayaquil,New,Cash
TXN-05120,2024-02-19,09:40,Monday,Morning,"Home cleaning, Meats and sausages, Dairy products and eggs",Cuenca,Regular,Credit card
TXN-05975,2024-02-19,10:02,Monday,Morning,"Dairy products and eggs, Snacks and drinks",Quito,Regular,Credit card
TXN-08423,2024-02-19,10:55,Monday,Morning,"Fruits and vegetables, Dairy products and eggs, Snacks and drinks, Meats and sausages",Cuenca,New,Credit card
TXN-00348,2024-02-19,11:04,Monday,Morning,"Personal care, Home cleaning, Fruits and vegetables, Dairy products and eggs",Quito,Regular,Cash
TXN-04650,2024-02-19,11:06,Monday,Morning,"Meats and sausages, Dairy products and eggs, Snacks and drinks",Quito,Regular,Credit card
TXN-02394,2024-02-19,11:08,Monday,Morning,"Fruits and vegetables, Personal care",Cuenca,Regular,Cash
TXN-08407,2024-02-19,11:26,Monday,Morning,"Dairy products and eggs, Meats and sausages",Quito,Regular,Debit card
TXN-06384,2024-02-19,11:34,Monday,Morning,"Snacks and drinks, Personal care",Guayaquil,Regular,Cash
TXN-07916,2024-02-19,11:45,Monday,Morning,"Meats and sausages, Dairy products and eggs",Guayaquil,New,Debit card
TXN-05537,2024-02-19,11:49,Monday,Morning,"Snacks and drinks, Dairy products and eggs, Home cleaning",Cuenca,New,Credit card
TXN-03727,2024-02-19,11:54,Monday,Morning,"Home cleaning, Dairy products and eggs",Cuenca,Regular,Cash
TXN-06752,2024-02-19,12:30,Monday,Afternoon,"Dairy products and eggs, Personal care",Quito,Regular,Credit card
TXN-06365,2024-02-19,12:33,Monday,Afternoon,"Personal care, Home cleaning",Quito,Regular,Credit card
TXN-04572,2024-02-19,12:36,Monday,Afternoon,"Fruits and vegetables, Snacks and drinks",Quito,New,Cash
TXN-06928,2024-02-19,13:13,Monday,Afternoon,"Snacks and drinks, Meats and sausages, Fruits and vegetables",Quito,Regular,Credit card
TXN-08079,2024-02-19,14:07,Monday,Afternoon,"Dairy products and eggs, Personal care, Home cleaning",Guayaquil,Regular,Credit card
TXN-08372,2024-02-19,14:14,Monday,Afternoon,"Snacks and drinks, Fruits and vegetables, Meats and sausages, Dairy products and eggs",Cuenca,Regular,Credit card
TXN-09401,2024-02-19,14:40,Monday,Afternoon,"Snacks and drinks, Meats and sausages",Cuenca,Regular,Credit card
TXN-09424,2024-02-19,15:04,Monday,Afternoon,"Fruits and vegetables, Home cleaning, Dairy products and eggs, Snacks and drinks",Quito,Regular,Credit card
TXN-00849,2024-02-19,15:11,Monday,Afternoon,"Meats and sausages, Dairy products and eggs",Guayaquil,Regular,Debit card
TXN-03859,2024-02-19,15:17,Monday,Afternoon,"Dairy products and eggs, Fruits and vegetables, Meats and sausages",Quito,New,Debit card
TXN-00439,2024-02-19,15:20,Monday,Afternoon,"Home cleaning, Snacks and drinks",Cuenca,Regular,Cash
TXN-08631,2024-02-19,15:22,Monday,Afternoon,"Meats and sausages, Home cleaning, Snacks and drinks, Personal care",Quito,Regular,Credit card
TXN-01954,2024-02-19,15:45,Monday,Afternoon,"Personal care, Fruits and vegetables, Dairy products and eggs, Snacks and drinks",Guayaquil,New,Debit card
TXN-09610,2024-02-19,15:59,Monday,Afternoon,"Snacks and drinks, Fruits and vegetables",Guayaquil,New,Credit card
TXN-02741,2024-02-19,17:04,Monday,Afternoon,"Fruits and vegetables, Meats and sausages, Home cleaning",Cuenca,Regular,Credit card
TXN-04814,2024-02-19,17:16,Monday,Afternoon,"Home cleaning, Personal care, Meats and sausages, Fruits and vegetables",Quito,Regular,Cash
TXN-01342,2024-02-19,17:17,Monday,Afternoon,"Meats and sausages, Fruits and vegetables, Snacks and drinks, Home cleaning",Guayaquil,Regular,Debit card
TXN-01128,2024-02-19,17:21,Monday,Afternoon,"Meats and sausages, Dairy products and eggs, Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Credit card
TXN-02975,2024-02-19,17:34,Monday,Afternoon,"Fruits and vegetables, Snacks and drinks",Guayaquil,New,Cash
TXN-05714,2024-02-19,18:12,Monday,Evening,"Personal care, Meats and sausages, Snacks and drinks, Home cleaning",Quito,Regular,Cash
TXN-06707,2024-02-19,18:15,Monday,Evening,"Home cleaning, Snacks and drinks, Dairy products and eggs, Personal care",Quito,Regular,Credit card
TXN-08775,2024-02-19,18:32,Monday,Evening,"Dairy products and eggs, Snacks and drinks, Fruits and vegetables",Quito,Regular,Credit card
TXN-01510,2024-02-19,19:04,Monday,Evening,"Snacks and drinks, Personal care, Home cleaning",Cuenca,Regular,Credit card
TXN-04192,2024-02-19,19:42,Monday,Evening,"Dairy products and eggs, Snacks and drinks",Cuenca,New,Debit card
TXN-09163,2024-02-19,19:42,Monday,Evening,"Personal care, Meats and sausages",Guayaquil,New,Debit card
TXN-08087,2024-02-19,20:23,Monday,Evening,"Dairy products and eggs, Meats and sausages, Snacks and drinks, Home cleaning",Cuenca,New,Cash
TXN-07057,2024-02-19,20:28,Monday,Evening,"Snacks and drinks, Personal care, Meats and sausages, Home cleaning",Quito,New,Credit card
TXN-06530,2024-02-19,20:30,Monday,Evening,"Meats and sausages, Personal care",Cuenca,Regular,Credit card
TXN-04287,2024-02-19,20:40,Monday,Evening,"Dairy products and eggs, Home cleaning",Quito,Regular,Cash
TXN-06106,2024-02-20,09:08,Tuesday,Morning,"Snacks and drinks, Fruits and vegetables",Quito,Regular,Cash
TXN-04067,2024-02-20,09:16,Tuesday,Morning,"Dairy products and eggs, Meats and sausages, Fruits and vegetables",Quito,Regular,Cash
TXN-01439,2024-02-20,09:27,Tuesday,Morning,"Dairy products and eggs, Meats and sausages",Guayaquil,New,Cash
TXN-07387,2024-02-20,10:12,Tuesday,Morning,"Home cleaning, Dairy products and eggs, Fruits and vegetables",Guayaquil,Regular,Debit card
TXN-01926,2024-02-20,10:32,Tuesday,Morning,"Meats and sausages, Dairy products and eggs",Guayaquil,New,Debit card
TXN-05720,2024-02-20,11:07,Tuesday,Morning,"Home cleaning, Meats and sausages",Guayaquil,Regular,Cash
TXN-07926,2024-02-20,11:32,Tuesday,Morning,"Dairy products and eggs, Home cleaning, Meats and sausages, Snacks and drinks",Cuenca,New,Debit card
TXN-07077,2024-02-20,12:03,Tuesday,Afternoon,"Fruits and vegetables, Snacks and drinks, Home cleaning",Quito,New,Debit card
TXN-06213,2024-02-20,12:07,Tuesday,Afternoon,"Snacks and drinks, Home cleaning, Fruits and vegetables, Personal care",Quito,New,Credit card
TXN-03270,2024-02-20,12:24,Tuesday,Afternoon,"Personal care, Snacks and drinks",Guayaquil,Regular,Credit card
TXN-09243,2024-02-20,12:24,Tuesday,Afternoon,"Meats and sausages, Home cleaning, Fruits and vegetables, Snacks and drinks",Quito,Regular,Cash
TXN-07824,2024-02-20,13:27,Tuesday,Afternoon,"Snacks and drinks, Dairy products and eggs, Meats and sausages, Personal care",Quito,Regular,Credit card
TXN-03052,2024-02-20,13:31,Tuesday,Afternoon,"Home cleaning, Fruits and vegetables",Cuenca,Regular,Credit card
TXN-09031,2024-02-20,13:56,Tuesday,Afternoon,"Fruits and vegetables, Home cleaning, Meats and sausages, Snacks and drinks",Quito,New,Cash
TXN-02258,2024-02-20,13:58,Tuesday,Afternoon,"Home cleaning, Snacks and drinks, Fruits and vegetables",Quito,Regular,Debit card
TXN-09693,2024-02-20,14:11,Tuesday,Afternoon,"Meats and sausages, Home cleaning",Guayaquil,New,Debit card
TXN-09081,2024-02-20,14:34,Tuesday,Afternoon,"Fruits and vegetables, Personal care, Snacks and drinks",Cuenca,Regular,Debit card
TXN-02921,2024-02-20,14:42,Tuesday,Afternoon,"Personal care, Home cleaning, Fruits and vegetables",Guayaquil,Regular,Debit card
TXN-03018,2024-02-20,14:54,Tuesday,Afternoon,"Meats and sausages, Personal care, Dairy products and eggs, Fruits and vegetables",Cuenca,Regular,Debit card
TXN-02226,2024-02-20,15:22,Tuesday,Afternoon,"Home cleaning, Dairy products and eggs",Quito,Regular,Debit card
TXN-09927,2024-02-20,15:43,Tuesday,Afternoon,"Snacks and drinks, Personal care",Guayaquil,Regular,Credit card
TXN-08232,2024-02-20,15:47,Tuesday,Afternoon,"Dairy products and eggs, Fruits and vegetables, Home cleaning, Snacks and drinks",Cuenca,Regular,Debit card
TXN-00770,2024-02-20,18:08,Tuesday,Evening,"Snacks and drinks, Meats and sausages",Quito,Regular,Credit card
TXN-09061,2024-02-20,18:15,Tuesday,Evening,"Snacks and drinks, Fruits and vegetables, Meats and sausages",Guayaquil,New,Credit card
TXN-04017,2024-02-20,18:44,Tuesday,Evening,"Home cleaning, Snacks and drinks, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-05269,2024-02-20,18:57,Tuesday,Evening,"Snacks and drinks, Meats and sausages, Dairy products and eggs, Fruits and vegetables",Guayaquil,Regular,Cash
TXN-06216,2024-02-20,19:33,Tuesday,Evening,"Personal care, Meats and sausages",Guayaquil,Regular,Credit card
TXN-09316,2024-02-21,09:32,Wednesday,Morning,"Dairy products and eggs, Snacks and drinks, Fruits and vegetables, Meats and sausages",Guayaquil,Regular,Cash
TXN-08675,2024-02-21,09:36,Wednesday,Morning,"Dairy products and eggs, Fruits and vegetables",Guayaquil,New,Cash
TXN-01398,2024-02-21,09:39,Wednesday,Morning,"Dairy products and eggs, Personal care, Home cleaning",Quito,Regular,Debit card
