transaction_id,date,day_of_week,time_slot,city,customer_type,category_a,category_b
TXN-09011,2024-03-23,Saturday,Morning,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-09011,2024-03-23,Saturday,Morning,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-09011,2024-03-23,Saturday,Morning,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-02828,2024-03-23,Saturday,Morning,Quito,New,Fruits and vegetables,Snacks and drinks
TXN-08487,2024-03-23,Saturday,Morning,Quito,Regular,Personal care,Snacks and drinks
TXN-04050,2024-03-23,Saturday,Morning,Guayaquil,New,Dairy products and eggs,Meats and sausages
TXN-04319,2024-03-23,Saturday,Afternoon,Quito,New,Fruits and vegetables,Home cleaning
TXN-04319,2024-03-23,Saturday,Afternoon,Quito,New,Fruits and vegetables,Snacks and drinks
TXN-04319,2024-03-23,Saturday,Afternoon,Quito,New,Home cleaning,Snacks and drinks
TXN-07113,2024-03-23,Saturday,Afternoon,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-07113,2024-03-23,Saturday,Afternoon,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-07113,2024-03-23,Saturday,Afternoon,Quito,Regular,Dairy products and eggs,Personal care
TXN-07113,2024-03-23,Saturday,Afternoon,Quito,Regular,Home cleaning,Meats and sausages
TXN-07113,2024-03-23,Saturday,Afternoon,Quito,Regular,Home cleaning,Personal care
TXN-07113,2024-03-23,Saturday,Afternoon,Quito,Regular,Meats and sausages,Personal care
TXN-07209,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Home cleaning,Meats and sausages
TXN-06936,2024-03-23,Saturday,Afternoon,Quito,Regular,Fruits and vegetables,Home cleaning
TXN-06936,2024-03-23,Saturday,Afternoon,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-06936,2024-03-23,Saturday,Afternoon,Quito,Regular,Fruits and vegetables,Personal care
TXN-06936,2024-03-23,Saturday,Afternoon,Quito,Regular,Home cleaning,Meats and sausages
TXN-06936,2024-03-23,Saturday,Afternoon,Quito,Regular,Home cleaning,Personal care
TXN-06936,2024-03-23,Saturday,Afternoon,Quito,Regular,Meats and sausages,Personal care
TXN-09313,2024-03-23,Saturday,Afternoon,Quito,Regular,Home cleaning,Personal care
TXN-05776,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Home cleaning
TXN-05776,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-05776,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Personal care
TXN-05776,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Home cleaning,Meats and sausages
TXN-05776,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Home cleaning,Personal care
TXN-05776,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Meats and sausages,Personal care
TXN-05238,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-05238,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Meats and sausages
TXN-05238,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-04295,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-04295,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Personal care
TXN-04295,2024-03-23,Saturday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Personal care
TXN-04854,2024-03-23,Saturday,Afternoon,Guayaquil,New,Dairy products and eggs,Fruits and vegetables
TXN-04854,2024-03-23,Saturday,Afternoon,Guayaquil,New,Dairy products and eggs,Home cleaning
TXN-04854,2024-03-23,Saturday,Afternoon,Guayaquil,New,Dairy products and eggs,Snacks and drinks
TXN-04854,2024-03-23,Saturday,Afternoon,Guayaquil,New,Fruits and vegetables,Home cleaning
TXN-04854,2024-03-23,Saturday,Afternoon,Guayaquil,New,Fruits and vegetables,Snacks and drinks
TXN-04854,2024-03-23,Saturday,Afternoon,Guayaquil,New,Home cleaning,Snacks and drinks
TXN-00063,2024-03-23,Saturday,Evening,Quito,New,Meats and sausages,Personal care
TXN-00063,2024-03-23,Saturday,Evening,Quito,New,Meats and sausages,Snacks and drinks
TXN-00063,2024-03-23,Saturday,Evening,Quito,New,Personal care,Snacks and drinks
TXN-07929,2024-03-23,Saturday,Evening,Guayaquil,Regular,Home cleaning,Meats and sausages
TXN-07929,2024-03-23,Saturday,Evening,Guayaquil,Regular,Home cleaning,Personal care
TXN-07929,2024-03-23,Saturday,Evening,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-07929,2024-03-23,Saturday,Evening,Guayaquil,Regular,Meats and sausages,Personal care
TXN-07929,2024-03-23,Saturday,Evening,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-07929,2024-03-23,Saturday,Evening,Guayaquil,Regular,Personal care,Snacks and drinks
TXN-08347,2024-03-23,Saturday,Evening,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-08347,2024-03-23,Saturday,Evening,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-08347,2024-03-23,Saturday,Evening,Quito,Regular,Dairy products and eggs,Snacks and drinks
TXN-08347,2024-03-23,Saturday,Evening,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-08347,2024-03-23,Saturday,Evening,Quito,Regular,Fruits and vegetables,Snacks and drinks
TXN-08347,2024-03-23,Saturday,Evening,Quito,Regular,Meats and sausages,Snacks and drinks
TXN-02287,2024-03-23,Saturday,Evening,Cuenca,Regular,Dairy products and eggs,Meats and sausages
TXN-02287,2024-03-23,Saturday,Evening,Cuenca,Regular,Dairy products and eggs,Personal care
TXN-02287,2024-03-23,Saturday,Evening,Cuenca,Regular,Meats and sausages,Personal care
TXN-05119,2024-03-23,Saturday,Evening,Guayaquil,Regular,Fruits and vegetables,Personal care
TXN-07874,2024-03-23,Saturday,Evening,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-00619,2024-03-23,Saturday,Evening,Guayaquil,New,Personal care,Snacks and drinks
TXN-04309,2024-03-23,Saturday,Evening,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-04309,2024-03-23,Saturday,Evening,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-04309,2024-03-23,Saturday,Evening,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-08138,2024-03-23,Saturday,Evening,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-08138,2024-03-23,Saturday,Evening,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-08138,2024-03-23,Saturday,Evening,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-03819,2024-03-23,Saturday,Evening,Cuenca,New,Home cleaning,Meats and sausages
TXN-03819,2024-03-23,Saturday,Evening,Cuenca,New,Home cleaning,Snacks and drinks
TXN-03819,2024-03-23,Saturday,Evening,Cuenca,New,Meats and sausages,Snacks and drinks
TXN-04327,2024-03-24,Sunday,Morning,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-04327,2024-03-24,Sunday,Morning,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-04327,2024-03-24,Sunday,Morning,Quito,Regular,Dairy products and eggs,Snacks and drinks
TXN-04327,2024-03-24,Sunday,Morning,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-04327,2024-03-24,Sunday,Morning,Quito,Regular,Fruits and vegetables,Snacks and drinks
TXN-04327,2024-03-24,Sunday,Morning,Quito,Regular,Meats and sausages,Snacks and drinks
TXN-07496,2024-03-24,Sunday,Morning,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-07496,2024-03-24,Sunday,Morning,Guayaquil,Regular,Dairy products and eggs,Meats and sausages
TXN-07496,2024-03-24,Sunday,Morning,Guayaquil,Regular,Dairy products and eggs,Snacks and drinks
TXN-07496,2024-03-24,Sunday,Morning,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-07496,2024-03-24,Sunday,Morning,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-07496,2024-03-24,Sunday,Morning,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-07607,2024-03-24,Sunday,Morning,Quito,New,Dairy products and eggs,Meats and sausages
TXN-00723,2024-03-24,Sunday,Morning,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-00723,2024-03-24,Sunday,Morning,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-00723,2024-03-24,Sunday,Morning,Quito,Regular,Home cleaning,Meats and sausages
TXN-05528,2024-03-24,Sunday,Morning,Quito,Regular,Fruits and vegetables,Snacks and drinks
TXN-00011,2024-03-24,Sunday,Morning,Cuenca,Regular,Dairy products and eggs,Fruits and vegetables
TXN-00011,2024-03-24,Sunday,Morning,Cuenca,Regular,Dairy products and eggs,Home cleaning
TXN-00011,2024-03-24,Sunday,Morning,Cuenca,Regular,Fruits and vegetables,Home cleaning
TXN-01795,2024-03-24,Sunday,Morning,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-09620,2024-03-24,Sunday,Morning,Guayaquil,Regular,Dairy products and eggs,Meats and sausages
TXN-07713,2024-03-24,Sunday,Morning,Quito,New,Dairy products and eggs,Fruits and vegetables
TXN-07713,2024-03-24,Sunday,Morning,Quito,New,Dairy products and eggs,Personal care
TXN-07713,2024-03-24,Sunday,Morning,Quito,New,Dairy products and eggs,Snacks and drinks
TXN-07713,2024-03-24,Sunday,Morning,Quito,New,Fruits and vegetables,Personal care
TXN-07713,2024-03-24,Sunday,Morning,Quito,New,Fruits and vegetables,Snacks and drinks
TXN-07713,2024-03-24,Sunday,Morning,Quito,New,Personal care,Snacks and drinks
TXN-07863,2024-03-24,Sunday,Morning,Quito,New,Dairy products and eggs,Snacks and drinks
TXN-09276,2024-03-24,Sunday,Afternoon,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-09276,2024-03-24,Sunday,Afternoon,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-09276,2024-03-24,Sunday,Afternoon,Quito,Regular,Dairy products and eggs,Personal care
TXN-09276,2024-03-24,Sunday,Afternoon,Quito,Regular,Home cleaning,Meats and sausages
TXN-09276,2024-03-24,Sunday,Afternoon,Quito,Regular,Home cleaning,Personal care
TXN-09276,2024-03-24,Sunday,Afternoon,Quito,Regular,Meats and sausages,Personal care
TXN-04917,2024-03-24,Sunday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Home cleaning
TXN-04917,2024-03-24,Sunday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Snacks and drinks
TXN-04917,2024-03-24,Sunday,Afternoon,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-07110,2024-03-24,Sunday,Afternoon,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-07110,2024-03-24,Sunday,Afternoon,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-07110,2024-03-24,Sunday,Afternoon,Quito,Regular,Dairy products and eggs,Snacks and drinks
TXN-07110,2024-03-24,Sunday,Afternoon,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-07110,2024-03-24,Sunday,Afternoon,Quito,Regular,Fruits and vegetables,Snacks and drinks
TXN-07110,2024-03-24,Sunday,Afternoon,Quito,Regular,Meats and sausages,Snacks and drinks
TXN-01173,2024-03-24,Sunday,Afternoon,Cuenca,New,Meats and sausages,Personal care
TXN-06972,2024-03-24,Sunday,Afternoon,Cuenca,Regular,Dairy products and eggs,Snacks and drinks
TXN-01139,2024-03-24,Sunday,Afternoon,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-01139,2024-03-24,Sunday,Afternoon,Quito,Regular,Dairy products and eggs,Snacks and drinks
TXN-01139,2024-03-24,Sunday,Afternoon,Quito,Regular,Home cleaning,Snacks and drinks
TXN-09634,2024-03-24,Sunday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Home cleaning
TXN-09634,2024-03-24,Sunday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-09634,2024-03-24,Sunday,Afternoon,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-09204,2024-03-24,Sunday,Afternoon,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-07795,2024-03-24,Sunday,Afternoon,Quito,Regular,Home cleaning,Snacks and drinks
TXN-09079,2024-03-24,Sunday,Afternoon,Guayaquil,New,Dairy products and eggs,Home cleaning
TXN-02955,2024-03-24,Sunday,Evening,Guayaquil,Regular,Fruits and vegetables,Personal care
TXN-04387,2024-03-24,Sunday,Evening,Quito,New,Home cleaning,Meats and sausages
TXN-04387,2024-03-24,Sunday,Evening,Quito,New,Home cleaning,Personal care
TXN-04387,2024-03-24,Sunday,Evening,Quito,New,Home cleaning,Snacks and drinks
TXN-04387,2024-03-24,Sunday,Evening,Quito,New,Meats and sausages,Personal care
TXN-04387,2024-03-24,Sunday,Evening,Quito,New,Meats and sausages,Snacks and drinks
TXN-04387,2024-03-24,Sunday,Evening,Quito,New,Personal care,Snacks and drinks
TXN-04422,2024-03-24,Sunday,Evening,Guayaquil,Regular,Dairy products and eggs,Home cleaning
TXN-04422,2024-03-24,Sunday,Evening,Guayaquil,Regular,Dairy products and eggs,Meats and sausages
TXN-04422,2024-03-24,Sunday,Evening,Guayaquil,Regular,Dairy products and eggs,Personal care
TXN-04422,2024-03-24,Sunday,Evening,Guayaquil,Regular,Home cleaning,Meats and sausages
TXN-04422,2024-03-24,Sunday,Evening,Guayaquil,Regular,Home cleaning,Personal care
TXN-04422,2024-03-24,Sunday,Evening,Guayaquil,Regular,Meats and sausages,Personal care
TXN-07471,2024-03-24,Sunday,Evening,Quito,Regular,Meats and sausages,Personal care
TXN-07471,2024-03-24,Sunday,Evening,Quito,Regular,Meats and sausages,Snacks and drinks
TXN-07471,2024-03-24,Sunday,Evening,Quito,Regular,Personal care,Snacks and drinks
TXN-08594,2024-03-24,Sunday,Evening,Guayaquil,Regular,Fruits and vegetables,Personal care
TXN-08020,2024-03-24,Sunday,Evening,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-08020,2024-03-24,Sunday,Evening,Quito,Regular,Dairy products and eggs,Personal care
TXN-08020,2024-03-24,Sunday,Evening,Quito,Regular,Fruits and vegetables,Personal care
TXN-09157,2024-03-24,Sunday,Evening,Guayaquil,Regular,Fruits and vegetables,Home cleaning
TXN-09157,2024-03-24,Sunday,Evening,Guayaquil,Regular,Fruits and vegetables,Personal care
TXN-09157,2024-03-24,Sunday,Evening,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-09157,2024-03-24,Sunday,Evening,Guayaquil,Regular,Home cleaning,Personal care
TXN-09157,2024-03-24,Sunday,Evening,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-09157,2024-03-24,Sunday,Evening,Guayaquil,Regular,Personal care,Snacks and drinks
TXN-07734,2024-03-24,Sunday,Evening,Guayaquil,New,Fruits and vegetables,Home cleaning
TXN-07734,2024-03-24,Sunday,Evening,Guayaquil,New,Fruits and vegetables,Meats and sausages
TXN-07734,2024-03-24,Sunday,Evening,Guayaquil,New,Fruits and vegetables,Snacks and drinks
TXN-07734,2024-03-24,Sunday,Evening,Guayaquil,New,Home cleaning,Meats and sausages
TXN-07734,2024-03-24,Sunday,Evening,Guayaquil,New,Home cleaning,Snacks and drinks
TXN-07734,2024-03-24,Sunday,Evening,Guayaquil,New,Meats and sausages,Snacks and drinks
TXN-08201,2024-03-25,Monday,Morning,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-08201,2024-03-25,Monday,Morning,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-08201,2024-03-25,Monday,Morning,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-08201,2024-03-25,Monday,Morning,Quito,Regular,Fruits and vegetables,Home cleaning
TXN-08201,2024-03-25,Monday,Morning,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-08201,2024-03-25,Monday,Morning,Quito,Regular,Home cleaning,Meats and sausages
TXN-02466,2024-03-25,Monday,Morning,Cuenca,Regular,Dairy products and eggs,Fruits and vegetables
TXN-01715,2024-03-25,Monday,Morning,Guayaquil,New,Dairy products and eggs,Fruits and vegetables
TXN-01715,2024-03-25,Monday,Morning,Guayaquil,New,Dairy products and eggs,Meats and sausages
TXN-01715,2024-03-25,Monday,Morning,Guayaquil,New,Fruits and vegetables,Meats and sausages
TXN-01961,2024-03-25,Monday,Morning,Cuenca,Regular,Dairy products and eggs,Fruits and vegetables
TXN-01961,2024-03-25,Monday,Morning,Cuenca,Regular,Dairy products and eggs,Personal care
TXN-01961,2024-03-25,Monday,Morning,Cuenca,Regular,Dairy products and eggs,Snacks and drinks
TXN-01961,2024-03-25,Monday,Morning,Cuenca,Regular,Fruits and vegetables,Personal care
TXN-01961,2024-03-25,Monday,Morning,Cuenca,Regular,Fruits and vegetables,Snacks and drinks
TXN-01961,2024-03-25,Monday,Morning,Cuenca,Regular,Personal care,Snacks and drinks
TXN-07644,2024-03-25,Monday,Morning,Quito,Regular,Home cleaning,Meats and sausages
TXN-05404,2024-03-25,Monday,Morning,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-05404,2024-03-25,Monday,Morning,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-05404,2024-03-25,Monday,Morning,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-06484,2024-03-25,Monday,Morning,Guayaquil,New,Dairy products and eggs,Home cleaning
TXN-06484,2024-03-25,Monday,Morning,Guayaquil,New,Dairy products and eggs,Personal care
TXN-06484,2024-03-25,Monday,Morning,Guayaquil,New,Home cleaning,Personal care
TXN-06937,2024-03-25,Monday,Afternoon,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-06556,2024-03-25,Monday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-04153,2024-03-25,Monday,Afternoon,Guayaquil,New,Dairy products and eggs,Home cleaning
TXN-04153,2024-03-25,Monday,Afternoon,Guayaquil,New,Dairy products and eggs,Personal care
TXN-04153,2024-03-25,Monday,Afternoon,Guayaquil,New,Dairy products and eggs,Snacks and drinks
TXN-04153,2024-03-25,Monday,Afternoon,Guayaquil,New,Home cleaning,Personal care
TXN-04153,2024-03-25,Monday,Afternoon,Guayaquil,New,Home cleaning,Snacks and drinks
TXN-04153,2024-03-25,Monday,Afternoon,Guayaquil,New,Personal care,Snacks and drinks
TXN-09030,2024-03-25,Monday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Meats and sausages
TXN-09030,2024-03-25,Monday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Personal care
TXN-09030,2024-03-25,Monday,Afternoon,Guayaquil,Regular,Meats and sausages,Personal care
TXN-01390,2024-03-25,Monday,Afternoon,Quito,Regular,Home cleaning,Meats and sausages
TXN-06180,2024-03-25,Monday,Afternoon,Cuenca,New,Dairy products and eggs,Fruits and vegetables
TXN-06180,2024-03-25,Monday,Afternoon,Cuenca,New,Dairy products and eggs,Home cleaning
TXN-06180,2024-03-25,Monday,Afternoon,Cuenca,New,Fruits and vegetables,Home cleaning
TXN-01641,2024-03-25,Monday,Afternoon,Quito,Regular,Fruits and vegetables,Home cleaning
TXN-01641,2024-03-25,Monday,Afternoon,Quito,Regular,Fruits and vegetables,Snacks and drinks
TXN-01641,2024-03-25,Monday,Afternoon,Quito,Regular,Home cleaning,Snacks and drinks
TXN-04282,2024-03-25,Monday,Afternoon,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-04282,2024-03-25,Monday,Afternoon,Quito,Regular,Dairy products and eggs,Home cleaning
TXN-04282,2024-03-25,Monday,Afternoon,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-04282,2024-03-25,Monday,Afternoon,Quito,Regular,Fruits and vegetables,Home cleaning
TXN-04282,2024-03-25,Monday,Afternoon,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-04282,2024-03-25,Monday,Afternoon,Quito,Regular,Home cleaning,Meats and sausages
TXN-09956,2024-03-25,Monday,Afternoon,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-07922,2024-03-25,Monday,Afternoon,Cuenca,New,Dairy products and eggs,Meats and sausages
TXN-01280,2024-03-25,Monday,Afternoon,Cuenca,Regular,Home cleaning,Personal care
TXN-06737,2024-03-25,Monday,Evening,Quito,New,Meats and sausages,Personal care
TXN-06027,2024-03-25,Monday,Evening,Guayaquil,Regular,Meats and sausages,Personal care
TXN-06027,2024-03-25,Monday,Evening,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-06027,2024-03-25,Monday,Evening,Guayaquil,Regular,Personal care,Snacks and drinks
TXN-03192,2024-03-25,Monday,Evening,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-03192,2024-03-25,Monday,Evening,Guayaquil,Regular,Dairy products and eggs,Snacks and drinks
TXN-03192,2024-03-25,Monday,Evening,Guayaquil,Regular,Fruits and vegetables,Snacks and drinks
TXN-01520,2024-03-25,Monday,Evening,Guayaquil,New,Dairy products and eggs,Home cleaning
TXN-06942,2024-03-25,Monday,Evening,Quito,New,Fruits and vegetables,Snacks and drinks
TXN-03861,2024-03-25,Monday,Evening,Guayaquil,New,Home cleaning,Meats and sausages
TXN-03861,2024-03-25,Monday,Evening,Guayaquil,New,Home cleaning,Personal care
TXN-03861,2024-03-25,Monday,Evening,Guayaquil,New,Home cleaning,Snacks and drinks
TXN-03861,2024-03-25,Monday,Evening,Guayaquil,New,Meats and sausages,Personal care
TXN-03861,2024-03-25,Monday,Evening,Guayaquil,New,Meats and sausages,Snacks and drinks
TXN-03861,2024-03-25,Monday,Evening,Guayaquil,New,Personal care,Snacks and drinks
TXN-06331,2024-03-26,Tuesday,Morning,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-06331,2024-03-26,Tuesday,Morning,Guayaquil,Regular,Dairy products and eggs,Personal care
TXN-06331,2024-03-26,Tuesday,Morning,Guayaquil,Regular,Fruits and vegetables,Personal care
TXN-02762,2024-03-26,Tuesday,Morning,Guayaquil,Regular,Dairy products and eggs,Snacks and drinks
TXN-05203,2024-03-26,Tuesday,Afternoon,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-05203,2024-03-26,Tuesday,Afternoon,Quito,Regular,Dairy products and eggs,Personal care
TXN-05203,2024-03-26,Tuesday,Afternoon,Quito,Regular,Dairy products and eggs,Snacks and drinks
TXN-05203,2024-03-26,Tuesday,Afternoon,Quito,Regular,Meats and sausages,Personal care
TXN-05203,2024-03-26,Tuesday,Afternoon,Quito,Regular,Meats and sausages,Snacks and drinks
TXN-05203,2024-03-26,Tuesday,Afternoon,Quito,Regular,Personal care,Snacks and drinks
TXN-04154,2024-03-26,Tuesday,Afternoon,Quito,Regular,Home cleaning,Snacks and drinks
TXN-08746,2024-03-26,Tuesday,Afternoon,Quito,Regular,Fruits and vegetables,Snacks and drinks
TXN-02455,2024-03-26,Tuesday,Afternoon,Cuenca,Regular,Dairy products and eggs,Snacks and drinks
TXN-08980,2024-03-26,Tuesday,Afternoon,Quito,Regular,Fruits and vegetables,Home cleaning
TXN-06358,2024-03-26,Tuesday,Afternoon,Guayaquil,New,Fruits and vegetables,Home cleaning
TXN-02952,2024-03-26,Tuesday,Afternoon,Quito,New,Dairy products and eggs,Home cleaning
TXN-02952,2024-03-26,Tuesday,Afternoon,Quito,New,Dairy products and eggs,Snacks and drinks
TXN-02952,2024-03-26,Tuesday,Afternoon,Quito,New,Home cleaning,Snacks and drinks
TXN-03615,2024-03-26,Tuesday,Afternoon,Quito,Regular,Home cleaning,Meats and sausages
TXN-04423,2024-03-26,Tuesday,Afternoon,Guayaquil,Regular,Fruits and vegetables,Home cleaning
TXN-01219,2024-03-26,Tuesday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Home cleaning
TXN-01219,2024-03-26,Tuesday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Meats and sausages
TXN-01219,2024-03-26,Tuesday,Afternoon,Guayaquil,Regular,Dairy products and eggs,Personal care
TXN-01219,2024-03-26,Tuesday,Afternoon,Guayaquil,Regular,Home cleaning,Meats and sausages
TXN-01219,2024-03-26,Tuesday,Afternoon,Guayaquil,Regular,Home cleaning,Personal care
TXN-01219,2024-03-26,Tuesday,Afternoon,Guayaquil,Regular,Meats and sausages,Personal care
TXN-07632,2024-03-26,Tuesday,Afternoon,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-04362,2024-03-26,Tuesday,Afternoon,Guayaquil,Regular,Home cleaning,Meats and sausages
TXN-04362,2024-03-26,Tuesday,Afternoon,Guayaquil,Regular,Home cleaning,Snacks and drinks
TXN-04362,2024-03-26,Tuesday,Afternoon,Guayaquil,Regular,Meats and sausages,Snacks and drinks
TXN-09947,2024-03-26,Tuesday,Afternoon,Quito,New,Home cleaning,Snacks and drinks
TXN-04157,2024-03-26,Tuesday,Afternoon,Cuenca,Regular,Fruits and vegetables,Meats and sausages
TXN-08435,2024-03-26,Tuesday,Evening,Cuenca,Regular,Dairy products and eggs,Home cleaning
TXN-08435,2024-03-26,Tuesday,Evening,Cuenca,Regular,Dairy products and eggs,Personal care
TXN-08435,2024-03-26,Tuesday,Evening,Cuenca,Regular,Dairy products and eggs,Snacks and drinks
TXN-08435,2024-03-26,Tuesday,Evening,Cuenca,Regular,Home cleaning,Personal care
TXN-08435,2024-03-26,Tuesday,Evening,Cuenca,Regular,Home cleaning,Snacks and drinks
TXN-08435,2024-03-26,Tuesday,Evening,Cuenca,Regular,Personal care,Snacks and drinks
TXN-06193,2024-03-26,Tuesday,Evening,Cuenca,New,Dairy products and eggs,Home cleaning
TXN-06193,2024-03-26,Tuesday,Evening,Cuenca,New,Dairy products and eggs,Meats and sausages
TXN-06193,2024-03-26,Tuesday,Evening,Cuenca,New,Dairy products and eggs,Snacks and drinks
TXN-06193,2024-03-26,Tuesday,Evening,Cuenca,New,Home cleaning,Meats and sausages
TXN-06193,2024-03-26,Tuesday,Evening,Cuenca,New,Home cleaning,Snacks and drinks
TXN-06193,2024-03-26,Tuesday,Evening,Cuenca,New,Meats and sausages,Snacks and drinks
TXN-06239,2024-03-26,Tuesday,Evening,Cuenca,Regular,Dairy products and eggs,Home cleaning
TXN-06239,2024-03-26,Tuesday,Evening,Cuenca,Regular,Dairy products and eggs,Personal care
TXN-06239,2024-03-26,Tuesday,Evening,Cuenca,Regular,Dairy products and eggs,Snacks and drinks
TXN-06239,2024-03-26,Tuesday,Evening,Cuenca,Regular,Home cleaning,Personal care
TXN-06239,2024-03-26,Tuesday,Evening,Cuenca,Regular,Home cleaning,Snacks and drinks
TXN-06239,2024-03-26,Tuesday,Evening,Cuenca,Regular,Personal care,Snacks and drinks
TXN-02488,2024-03-26,Tuesday,Evening,Cuenca,Regular,Home cleaning,Snacks and drinks
TXN-08830,2024-03-27,Wednesday,Morning,Cuenca,New,Dairy products and eggs,Fruits and vegetables
TXN-08489,2024-03-27,Wednesday,Morning,Quito,Regular,Fruits and vegetables,Home cleaning
TXN-08489,2024-03-27,Wednesday,Morning,Quito,Regular,Fruits and vegetables,Meats and sausages
TXN-08489,2024-03-27,Wednesday,Morning,Quito,Regular,Home cleaning,Meats and sausages
TXN-06719,2024-03-27,Wednesday,Morning,Guayaquil,Regular,Dairy products and eggs,Fruits and vegetables
TXN-07995,2024-03-27,Wednesday,Morning,Quito,Regular,Dairy products and eggs,Fruits and vegetables
TXN-07995,2024-03-27,Wednesday,Morning,Quito,Regular,Dairy products and eggs,Meats and sausages
TXN-07995,2024-03-27,Wednesday,Morning,Quito,Regular,Fruits and vegetables,Meats and sausages
